candidatenumber,examYear,Student OpenEMIS ID,secondary,primaryschool,sex,EnglishRawscore,MathRawScore,EnglishConvertedScore,MathconvertedScore,Totals,essay,StudentParish,AddressAreaCode
099092,2024,1519328235,Coleridge And Parry School,WEST TERRACE PRIMARY,F,66,57,100.57,101.29,201.86,D,ST. JAMES,SJ
099093,2024,1519328109,Grantley Adams Memorial School,WEST TERRACE PRIMARY,M,16,12,63.57,76.91,140.48,E,,
099094,2024,1519328245,The Frederick Smith Secondary School,WEST TERRACE PRIMARY,M,7,10,56.91,75.83,132.74,E,,
100001,2024,1518297454,Harrison College,CUTHBERT MOORE PRIMARY,M,88,98,116.85,123.5,240.35,B,ST. JOSEPH,SJS
100002,2024,1518297472,The Lester Vaughn School,CUTHBERT MOORE PRIMARY,M,58,35,94.65,89.37,184.02,D,ST. GEORGE,SG
100003,2024,1518297473,Deighton Griffith Secondary School,CUTHBERT MOORE PRIMARY,M,69,55,102.79,100.21,203,D,ST. PHILIP,SPL
100004,2024,1518297474,St Leonard's Boys Secondary School,CUTHBERT MOORE PRIMARY,M,47,37,86.51,90.45,176.96,D,ST. JOSEPH,SJS
100005,2024,1518297456,St George Secondary School,CUTHBERT MOORE PRIMARY,M,27,18,71.71,80.16,151.87,E,ST. GEORGE,SG
100006,2024,1518297457,Graydon Sealy Secondary School,CUTHBERT MOORE PRIMARY,M,51,26,89.47,84.5,173.97,D,ST. GEORGE,SG
100007,2024,1518297458,St Leonard's Boys Secondary School,CUTHBERT MOORE PRIMARY,M,37,21,79.11,81.79,160.9,D,ST. GEORGE,SG
100008,2024,1518297476,The Lester Vaughn School,CUTHBERT MOORE PRIMARY,M,61,30,96.87,86.66,183.53,D,ST. GEORGE,SG
100009,2024,1518297459,The Lodge School,CUTHBERT MOORE PRIMARY,M,73,69,105.75,107.79,213.54,D,ST. GEORGE,SG
100010,2024,1530116468,Graydon Sealy Secondary School,CUTHBERT MOORE PRIMARY,M,48,25,87.25,83.95,171.2,D,ST. GEORGE,SG
100011,2024,1518297460,Harrison College,CUTHBERT MOORE PRIMARY,M,85,82,114.63,114.83,229.46,C,ST. GEORGE,SG
100012,2024,1518297479,The Lester Vaughn School,CUTHBERT MOORE PRIMARY,M,55,33,92.43,88.29,180.72,D,ST. GEORGE,SG
100013,2024,1518297478,Graydon Sealy Secondary School,CUTHBERT MOORE PRIMARY,M,49,45,87.99,94.79,182.78,D,ST. GEORGE,SG
100014,2024,1530208404,Alleyne School,CUTHBERT MOORE PRIMARY,M,81,61,111.67,103.46,215.13,D,ST. GEORGE,SG
100015,2024,1518297461,Deighton Griffith Secondary School,CUTHBERT MOORE PRIMARY,M,74,51,106.49,98.04,204.53,C,ST. THOMAS,ST
100016,2024,1518297462,The Lodge School,CUTHBERT MOORE PRIMARY,F,87,78,116.11,112.66,228.77,B,ST. GEORGE,SG
100017,2024,1518297463,The Lodge School,CUTHBERT MOORE PRIMARY,F,83,59,113.15,102.37,215.52,B,CHRIST CHURCH,CC
100018,2024,1518297490,Grantley Adams Memorial School,CUTHBERT MOORE PRIMARY,F,21,11,67.27,76.37,143.64,D,ST. GEORGE,SG
100019,2024,1518297482,Princess Margaret Secondary,CUTHBERT MOORE PRIMARY,F,29,22,73.19,82.33,155.52,D,ST. JOHN,SJN
100020,2024,1518297465,Harrison College,CUTHBERT MOORE PRIMARY,F,88,84,116.85,115.92,232.77,B,ST. GEORGE,SG
100021,2024,1518297484,The Lester Vaughn School,CUTHBERT MOORE PRIMARY,F,65,43,99.83,93.7,193.53,C,ST. MICHAEL,SM
100022,2024,1833661842,The Lodge School,CUTHBERT MOORE PRIMARY,F,84,69,113.89,107.79,221.68,A,ST. GEORGE,SG
100023,2024,1518297467,Graydon Sealy Secondary School,CUTHBERT MOORE PRIMARY,F,70,37,103.53,90.45,193.98,C,ST. GEORGE,SG
100024,2024,1518297485,Alleyne School,CUTHBERT MOORE PRIMARY,F,75,79,107.23,113.21,220.44,C,ST. GEORGE,SG
100025,2024,1518297486,Parkinson Secondary School,CUTHBERT MOORE PRIMARY,F,46,33,85.77,88.29,174.06,D,ST. GEORGE,SG
100026,2024,1518297470,The Lester Vaughn School,CUTHBERT MOORE PRIMARY,F,80,55,110.93,100.21,211.14,D,ST. GEORGE,SG
100027,2024,1523987592,Alleyne School,CUTHBERT MOORE PRIMARY,F,67,50,101.31,97.5,198.81,D,ST. GEORGE,SG
100028,2024,1529720753,The Lester Vaughn School,CUTHBERT MOORE PRIMARY,F,66,49,100.57,96.95,197.52,D,ST. GEORGE,SG
100029,2024,1518297489,Parkinson Secondary School,CUTHBERT MOORE PRIMARY,F,30,23,73.93,82.87,156.8,E,ST. GEORGE,SG
100030,2024,1518297471,Graydon Sealy Secondary School,CUTHBERT MOORE PRIMARY,F,39,48,80.59,96.41,177,E,ST. GEORGE,SG
101001,2024,1538071411,Alexandra Secondary School,ROLAND EDWARDS PRIMARY,M,74,61,106.49,103.46,209.95,D,ST. PETER,SP
101002,2024,1518991111,Ellerslie Secondary School,ROLAND EDWARDS PRIMARY,M,33,31,76.15,87.2,163.35,E,ST. LUCY,SL
101003,2024,1833657532,Coleridge And Parry School,ROLAND EDWARDS PRIMARY,M,73,39,105.75,91.54,197.29,D,ST. MICHAEL,SM
101004,2024,1537840431,Alexandra Secondary School,ROLAND EDWARDS PRIMARY,M,80,74,110.93,110.5,221.43,C,ST. PETER,SP
101005,2024,1519328259,Alexandra Secondary School,ROLAND EDWARDS PRIMARY,M,80,67,110.93,106.71,217.64,C,ST. PETER,SP
101006,2024,1518991144,Alexandra Secondary School,ROLAND EDWARDS PRIMARY,M,69,67,102.79,106.71,209.5,D,ST. PETER,SP
101007,2024,1536626462,Coleridge And Parry School,ROLAND EDWARDS PRIMARY,M,72,55,105.01,100.21,205.22,C,ST. JAMES,SJ
101008,2024,1518991115,Combermere School,ROLAND EDWARDS PRIMARY,M,82,91,112.41,119.71,232.12,C,ST. PETER,SP
101010,2024,1518991125,Coleridge And Parry School,ROLAND EDWARDS PRIMARY,M,73,46,105.75,95.33,201.08,D,ST. LUCY,SL
101011,2024,1518991117,Coleridge And Parry School,ROLAND EDWARDS PRIMARY,M,78,46,109.45,95.33,204.78,C,ST. PETER,SP
101012,2024,1518991120,Coleridge And Parry School,ROLAND EDWARDS PRIMARY,M,59,58,95.39,101.83,197.22,D,ST. PETER,SP
101013,2024,1518991134,Daryl Jordan Secondary School,ROLAND EDWARDS PRIMARY,M,10,6,59.13,73.66,132.79,E,ST. PETER,SP
101014,2024,1518991122,Alexandra Secondary School,ROLAND EDWARDS PRIMARY,M,73,69,105.75,107.79,213.54,D,ST. PETER,SP
101016,2024,1518991128,Coleridge And Parry School,ROLAND EDWARDS PRIMARY,M,64,39,99.09,91.54,190.63,D,ST. PETER,SP
101017,2024,1518991129,St Leonard's Boys Secondary School,ROLAND EDWARDS PRIMARY,M,59,18,95.39,80.16,175.55,D,ST. PETER,SP
101018,2024,1518991112,Ellerslie Secondary School,ROLAND EDWARDS PRIMARY,F,69,32,102.79,87.75,190.54,C,ST. JAMES,SJ
101019,2024,1518991114,Ellerslie Secondary School,ROLAND EDWARDS PRIMARY,F,50,59,88.73,102.37,191.1,D,ST. JAMES,SJ
101020,2024,1530052847,Daryl Jordan Secondary School,ROLAND EDWARDS PRIMARY,F,42,23,82.81,82.87,165.68,E,ST. LUCY,SL
101021,2024,1518991119,Springer Memorial Secondary School,ROLAND EDWARDS PRIMARY,F,73,30,105.75,86.66,192.41,B,ST. LUCY,SL
101022,2024,1536627906,Coleridge And Parry School,ROLAND EDWARDS PRIMARY,F,72,50,105.01,97.5,202.51,B,ST. MICHAEL,SM
101023,2024,1530052842,Coleridge And Parry School,ROLAND EDWARDS PRIMARY,F,61,64,96.87,105.08,201.95,E,ST. JAMES,SJ
101024,2024,1530489280,Coleridge And Parry School,ROLAND EDWARDS PRIMARY,F,66,42,100.57,93.16,193.73,D,ST. PETER,SP
101025,2024,1518991123,Ellerslie Secondary School,ROLAND EDWARDS PRIMARY,F,60,39,96.13,91.54,187.67,D,ST. LUCY,SL
101026,2024,1518234333,Queen's College,ROLAND EDWARDS PRIMARY,F,92,92,119.81,120.25,240.06,B,ST. PETER,SP
101027,2024,1518991116,Ellerslie Secondary School,ROLAND EDWARDS PRIMARY,M,57,16,93.91,79.08,172.99,D,ST. PETER,SP
101028,2024,1518991124,Daryl Jordan Secondary School,ROLAND EDWARDS PRIMARY,F,11,4,59.87,72.58,132.45,E,ST. MICHAEL,SM
102001,2024,1552663169,Christ Church Foundation School,ARTHUR SMITH PRIMARY,M,71,82,104.27,114.83,219.1,B,CHRIST CHURCH,CC
102002,2024,1519096804,Parkinson Secondary School,ARTHUR SMITH PRIMARY,M,31,17,74.67,79.62,154.29,D,,
102003,2024,1519098160,Christ Church Foundation School,ARTHUR SMITH PRIMARY,M,73,94,105.75,121.33,227.08,C,CHRIST CHURCH,CC
102004,2024,1560794107,Deighton Griffith Secondary School,ARTHUR SMITH PRIMARY,M,74,51,106.49,98.04,204.53,B,CHRIST CHURCH,CC
102005,2024,1519096807,Graydon Sealy Secondary School,ARTHUR SMITH PRIMARY,M,66,39,100.57,91.54,192.11,C,CHRIST CHURCH,CC
102006,2024,1519096806,St Leonard's Boys Secondary School,ARTHUR SMITH PRIMARY,M,23,33,68.75,88.29,157.04,E,CHRIST CHURCH,CC
102007,2024,1519096803,Graydon Sealy Secondary School,ARTHUR SMITH PRIMARY,M,58,32,94.65,87.75,182.4,D,CHRIST CHURCH,CC
102008,2024,1519096798,St Leonard's Boys Secondary School,ARTHUR SMITH PRIMARY,M,40,27,81.33,85.04,166.37,D,CHRIST CHURCH,CC
102009,2024,1519328237,Ellerslie Secondary School,ARTHUR SMITH PRIMARY,M,48,40,87.25,92.08,179.33,D,,
102010,2024,1519096833,St Leonard's Boys Secondary School,ARTHUR SMITH PRIMARY,M,57,39,93.91,91.54,185.45,D,CHRIST CHURCH,CC
102011,2024,1519096878,St Leonard's Boys Secondary School,ARTHUR SMITH PRIMARY,M,46,22,85.77,82.33,168.1,D,CHRIST CHURCH,CC
102012,2024,1519096881,Graydon Sealy Secondary School,ARTHUR SMITH PRIMARY,M,53,49,90.95,96.95,187.9,C,CHRIST CHURCH,CC
102013,2024,1552670515,St Leonard's Boys Secondary School,ARTHUR SMITH PRIMARY,M,39,49,80.59,96.95,177.54,D,CHRIST CHURCH,CC
102015,2024,1519098700,Deighton Griffith Secondary School,ARTHUR SMITH PRIMARY,M,79,49,110.19,96.95,207.14,C,CHRIST CHURCH,CC
102016,2024,1519096799,Graydon Sealy Secondary School,ARTHUR SMITH PRIMARY,M,54,33,91.69,88.29,179.98,B,CHRIST CHURCH,CC
102018,2024,1519096877,Christ Church Foundation School,ARTHUR SMITH PRIMARY,M,79,77,110.19,112.12,222.31,C,CHRIST CHURCH,CC
102019,2024,1519096802,Deighton Griffith Secondary School,ARTHUR SMITH PRIMARY,M,71,60,104.27,102.91,207.18,C,CHRIST CHURCH,CC
102020,2024,1519098662,Graydon Sealy Secondary School,ARTHUR SMITH PRIMARY,M,44,46,84.29,95.33,179.62,D,ST. MICHAEL,SM
102021,2024,1519098549,Parkinson Secondary School,ARTHUR SMITH PRIMARY,M,18,17,65.05,79.62,144.67,E,ST. MICHAEL,SM
102022,2024,1519096801,Deighton Griffith Secondary School,ARTHUR SMITH PRIMARY,M,72,51,105.01,98.04,203.05,D,CHRIST CHURCH,CC
102023,2024,1519096805,St Leonard's Boys Secondary School,ARTHUR SMITH PRIMARY,M,57,50,93.91,97.5,191.41,C,CHRIST CHURCH,CC
102024,2024,1519096879,Parkinson Secondary School,ARTHUR SMITH PRIMARY,M,21,15,67.27,78.54,145.81,E,ST. MICHAEL,SM
102025,2024,1519096883,Harrison College,ARTHUR SMITH PRIMARY,M,81,92,111.67,120.25,231.92,C,CHRIST CHURCH,CC
102026,2024,1544721069,Christ Church Foundation School,ARTHUR SMITH PRIMARY,M,79,83,110.19,115.37,225.56,C,CHRIST CHURCH,CC
102027,2024,,Deighton Griffith Secondary School,ARTHUR SMITH PRIMARY,F,74,60,106.49,102.91,209.4,B,CHRIST CHURCH,CC
102028,2024,1519096880,St Leonard's Boys Secondary School,ARTHUR SMITH PRIMARY,M,36,22,78.37,82.33,160.7,D,,
102029,2024,1552671401,The Lodge School,ARTHUR SMITH PRIMARY,M,71,69,104.27,107.79,212.06,C,CHRIST CHURCH,CC
102030,2024,1529420921,Ellerslie Secondary School,ARTHUR SMITH PRIMARY,M,36,42,78.37,93.16,171.53,C,,
102031,2024,1519096834,Princess Margaret Secondary,ARTHUR SMITH PRIMARY,F,32,34,75.41,88.83,164.24,D,,
102032,2024,1519096858,Christ Church Foundation School,ARTHUR SMITH PRIMARY,F,81,77,111.67,112.12,223.79,B,CHRIST CHURCH,CC
102033,2024,1519098737,The Lodge School,ARTHUR SMITH PRIMARY,F,83,59,113.15,102.37,215.52,B,CHRIST CHURCH,CC
102034,2024,1519096855,Springer Memorial Secondary School,ARTHUR SMITH PRIMARY,F,75,61,107.23,103.46,210.69,B,ST. MICHAEL,SM
102035,2024,1519096851,Springer Memorial Secondary School,ARTHUR SMITH PRIMARY,F,70,29,103.53,86.12,189.65,C,CHRIST CHURCH,CC
102036,2024,1519096792,Graydon Sealy Secondary School,ARTHUR SMITH PRIMARY,F,46,49,85.77,96.95,182.72,D,,
102037,2024,1519098629,Springer Memorial Secondary School,ARTHUR SMITH PRIMARY,F,66,32,100.57,87.75,188.32,B,CHRIST CHURCH,CC
102038,2024,1519096850,The Lodge School,ARTHUR SMITH PRIMARY,F,73,66,105.75,106.16,211.91,B,CHRIST CHURCH,CC
102040,2024,1519096794,Graydon Sealy Secondary School,ARTHUR SMITH PRIMARY,F,58,29,94.65,86.12,180.77,C,CHRIST CHURCH,CC
102041,2024,1519096797,Springer Memorial Secondary School,ARTHUR SMITH PRIMARY,F,68,47,102.05,95.87,197.92,B,CHRIST CHURCH,CC
102042,2024,1519096795,Princess Margaret Secondary,ARTHUR SMITH PRIMARY,F,21,30,67.27,86.66,153.93,E,,
102045,2024,1519096852,Ellerslie Secondary School,ARTHUR SMITH PRIMARY,F,56,28,93.17,85.58,178.75,C,CHRIST CHURCH,CC
102046,2024,1519098683,Princess Margaret Secondary,ARTHUR SMITH PRIMARY,F,29,23,73.19,82.87,156.06,D,CHRIST CHURCH,CC
102047,2024,,Princess Margaret Secondary,ARTHUR SMITH PRIMARY,M,47,20,86.51,81.25,167.76,C,CHRIST CHURCH,CC
102048,2024,1519096832,Parkinson Secondary School,ARTHUR SMITH PRIMARY,F,41,10,82.07,75.83,157.9,C,,
102049,2024,1519096796,Parkinson Secondary School,ARTHUR SMITH PRIMARY,F,33,10,76.15,75.83,151.98,D,,
102051,2024,1519096853,Queen's College,ARTHUR SMITH PRIMARY,F,93,84,120.55,115.92,236.47,B,CHRIST CHURCH,CC
102055,2024,1542051951,Queen's College,ARTHUR SMITH PRIMARY,F,85,95,114.63,121.87,236.5,C,ST. MICHAEL,SM
102056,2024,1519098612,Springer Memorial Secondary School,ARTHUR SMITH PRIMARY,F,83,69,113.15,107.79,220.94,B,,
102057,2024,1833658250,Graydon Sealy Secondary School,ARTHUR SMITH PRIMARY,F,61,38,96.87,91,187.87,C,CHRIST CHURCH,CC
102058,2024,1634060179,Deighton Griffith Secondary School,ARTHUR SMITH PRIMARY,M,70,44,103.53,94.25,197.78,D,CHRIST CHURCH,CC
102059,2024,1519096854,Daryl Jordan Secondary School,ARTHUR SMITH PRIMARY,F,22,12,68.01,76.91,144.92,D,ST. JAMES,SJ
102060,2024,1535420208,Harrison College,ARTHUR SMITH PRIMARY,F,89,81,117.59,114.29,231.88,B,CHRIST CHURCH,CC
102061,2024,1519098613,The Frederick Smith Secondary School,ARTHUR SMITH PRIMARY,F,18,28,65.05,85.58,150.63,E,ST. MICHAEL,SM
102062,2024,1519096791,Parkinson Secondary School,ARTHUR SMITH PRIMARY,F,57,19,93.91,80.7,174.61,D,ST. MICHAEL,SM
102063,2024,1519096848,Parkinson Secondary School,ARTHUR SMITH PRIMARY,F,48,8,87.25,74.74,161.99,D,ST. MICHAEL,SM
103001,2024,1624451948,Coleridge And Parry School,SELAH PRIMARY,M,64,62,99.09,104,203.09,D,ST. LUCY,SL
103002,2024,1537645682,Alexandra Secondary School,SELAH PRIMARY,M,80,73,110.93,109.96,220.89,D,ST. MICHAEL,SM
103003,2024,1537645693,Coleridge And Parry School,SELAH PRIMARY,M,58,71,94.65,108.87,203.52,D,ST. LUCY,SL
103004,2024,1537645683,Queen's College,SELAH PRIMARY,M,87,93,116.11,120.79,236.9,C,ST. LUCY,SL
103005,2024,1606324636,Combermere School,SELAH PRIMARY,F,79,93,110.19,120.79,230.98,A,ST. LUCY,SL
103006,2024,1537645684,Daryl Jordan Secondary School,SELAH PRIMARY,M,40,11,81.33,76.37,157.7,D,ST. LUCY,SL
103007,2024,1537645679,Ellerslie Secondary School,SELAH PRIMARY,M,58,21,94.65,81.79,176.44,D,ST. LUCY,SL
103008,2024,1529098347,The St Michael School,SELAH PRIMARY,M,79,92,110.19,120.25,230.44,B,ST. LUCY,SL
103009,2024,,Grantley Adams Memorial School,SELAH PRIMARY,F,16,25,63.57,83.95,147.52,E,ST. JOHN,SJN
103010,2024,1833656750,The Frederick Smith Secondary School,SELAH PRIMARY,M,35,11,77.63,76.37,154,D,ST. PETER,SP
103011,2024,1537645692,Combermere School,SELAH PRIMARY,F,78,90,109.45,119.17,228.62,B,ST. LUCY,SL
103012,2024,1530571857,Combermere School,SELAH PRIMARY,F,89,72,117.59,109.41,227,B,ST. LUCY,SL
103013,2024,1537645698,Ellerslie Secondary School,SELAH PRIMARY,F,59,46,95.39,95.33,190.72,C,ST. LUCY,SL
103014,2024,1537645697,Daryl Jordan Secondary School,SELAH PRIMARY,F,19,9,65.79,75.29,141.08,E,ST. LUCY,SL
103015,2024,1537645687,Alexandra Secondary School,SELAH PRIMARY,F,77,74,108.71,110.5,219.21,B,ST. LUCY,SL
103016,2024,1537645700,Ellerslie Secondary School,SELAH PRIMARY,F,59,41,95.39,92.62,188.01,D,ST. LUCY,SL
103017,2024,1537645691,Coleridge And Parry School,SELAH PRIMARY,F,65,54,99.83,99.66,199.49,B,ST. LUCY,SL
103018,2024,1530052841,Combermere School,SELAH PRIMARY,F,77,91,108.71,119.71,228.42,C,ST. LUCY,SL
103019,2024,1537645688,Combermere School,SELAH PRIMARY,F,88,78,116.85,112.66,229.51,C,ST. LUCY,SL
103020,2024,1528901312,Coleridge And Parry School,SELAH PRIMARY,F,62,47,97.61,95.87,193.48,D,ST. LUCY,SL
103021,2024,1537645689,Alexandra Secondary School,SELAH PRIMARY,F,79,71,110.19,108.87,219.06,C,ST. LUCY,SL
103022,2024,1537645690,Coleridge And Parry School,SELAH PRIMARY,F,71,55,104.27,100.21,204.48,E,ST. LUCY,SL
103023,2024,1571130146,Daryl Jordan Secondary School,SELAH PRIMARY,F,35,17,77.63,79.62,157.25,D,ST. LUCY,SL
211001,2024,1833662747,Harrison College,THE ROCK CHRISTIAN,M,84,85,113.89,116.46,230.35,B,ST. PETER,SP
211002,2024,1833662748,The St Michael School,THE ROCK CHRISTIAN,M,82,87,112.41,117.54,229.95,B,ST. PHILIP,SPL
211003,2024,1833662749,Queen's College,THE ROCK CHRISTIAN,M,91,98,119.07,123.5,242.57,B,ST. PETER,SP
211004,2024,1833662750,Combermere School,THE ROCK CHRISTIAN,M,80,93,110.93,120.79,231.72,B,CHRIST CHURCH,CC
211005,2024,1833662751,Deighton Griffith Secondary School,THE ROCK CHRISTIAN,F,79,50,110.19,97.5,207.69,C,ST. JOHN,SJN
211006,2024,1833662752,Queen's College,THE ROCK CHRISTIAN,F,94,98,121.29,123.5,244.79,A,ST. MICHAEL,SM
211007,2024,1833662753,Deighton Griffith Secondary School,THE ROCK CHRISTIAN,F,71,65,104.27,105.62,209.89,C,ST. PHILIP,SPL
211008,2024,1518234346,Christ Church Foundation School,THE ROCK CHRISTIAN,F,76,78,107.97,112.66,220.63,C,CHRIST CHURCH,CC
211009,2024,1833662755,The St Michael School,THE ROCK CHRISTIAN,F,91,98,119.07,123.5,242.57,B,CHRIST CHURCH,CC
211010,2024,1833662756,Harrison College,THE ROCK CHRISTIAN,F,95,100,122.03,124.58,246.61,A,ST. MICHAEL,SM
211011,2024,1833662757,The St Michael School,THE ROCK CHRISTIAN,F,83,89,113.15,118.62,231.77,B,ST. MICHAEL,SM
211012,2024,1833662758,Bursary,THE ROCK CHRISTIAN,F,73,32,105.75,87.75,193.5,C,CHRIST CHURCH,CC
211013,2024,1833662759,Coleridge And Parry School,THE ROCK CHRISTIAN,F,60,62,96.13,104,200.13,A,ST. MICHAEL,SM
211014,2024,1833662760,Harrison College,THE ROCK CHRISTIAN,F,85,88,114.63,118.08,232.71,A,ST. PHILIP,SPL
211015,2024,1833662761,Queen's College,THE ROCK CHRISTIAN,F,91,95,119.07,121.87,240.94,B,ST. PHILIP,SPL
211016,2024,1833662762,Combermere School,THE ROCK CHRISTIAN,F,83,90,113.15,119.17,232.32,A,ST. PHILIP,SPL
211017,2024,1833662763,Queen's College,THE ROCK CHRISTIAN,F,91,95,119.07,121.87,240.94,A,ST. PHILIP,SPL
211018,2024,1833662764,Harrison College,THE ROCK CHRISTIAN,F,88,81,116.85,114.29,231.14,D,ST. PHILIP,SPL
211019,2024,1833662765,Queen's College,THE ROCK CHRISTIAN,F,84,95,113.89,121.87,235.76,B,ST. ANDREW,SA
222001,2024,1833662766,Alexandra Secondary School,HILLTOP PREPARATORY PRIMARY,M,68,73,102.05,109.96,212.01,E,ST. PETER,SP
222002,2024,1833662767,St Leonard's Boys Secondary School,HILLTOP PREPARATORY PRIMARY,M,60,35,96.13,89.37,185.5,C,CHRIST CHURCH,CC
222003,2024,1833662768,Christ Church Foundation School,HILLTOP PREPARATORY PRIMARY,M,75,73,107.23,109.96,217.19,B,ST. MICHAEL,SM
222004,2024,1833662769,Combermere School,HILLTOP PREPARATORY PRIMARY,M,78,86,109.45,117,226.45,A,ST. GEORGE,SG
222005,2024,1833662770,Deighton Griffith Secondary School,HILLTOP PREPARATORY PRIMARY,M,69,49,102.79,96.95,199.74,C,CHRIST CHURCH,CC
222006,2024,1833662771,The Lester Vaughn School,HILLTOP PREPARATORY PRIMARY,M,76,80,107.97,113.75,221.72,B,ST. GEORGE,SG
222007,2024,1833662772,Ellerslie Secondary School,HILLTOP PREPARATORY PRIMARY,F,54,36,91.69,89.91,181.6,D,ST. MICHAEL,SM
222008,2024,1833662773,Queen's College,HILLTOP PREPARATORY PRIMARY,F,90,100,118.33,124.58,242.91,C,ST. JAMES,SJ
222009,2024,1833662774,Alleyne School,HILLTOP PREPARATORY PRIMARY,F,72,47,105.01,95.87,200.88,B,ST. GEORGE,SG
222010,2024,1833662775,St George Secondary School,HILLTOP PREPARATORY PRIMARY,F,35,15,77.63,78.54,156.17,D,ST. GEORGE,SG
222011,2024,,Bursary,HILLTOP PREPARATORY PRIMARY,M,57,26,93.91,84.5,178.41,D,CHRIST CHURCH,CC
223001,2024,1528901289,St George Secondary School,ST PATRICK'S R.C,M,40,21,81.33,81.79,163.12,E,ST. JOSEPH,SJS
223002,2024,1833662778,Deighton Griffith Secondary School,ST PATRICK'S R.C,M,67,58,101.31,101.83,203.14,D,CHRIST CHURCH,CC
223003,2024,1833662779,St Leonard's Boys Secondary School,ST PATRICK'S R.C,M,67,71,101.31,108.87,210.18,D,ST. JAMES,SJ
223004,2024,1833662780,The Lester Vaughn School,ST PATRICK'S R.C,F,61,44,96.87,94.25,191.12,C,ST. MICHAEL,SM
223005,2024,1833662781,The Lodge School,ST PATRICK'S R.C,F,77,73,108.71,109.96,218.67,C,CHRIST CHURCH,CC
223006,2024,1833662782,Springer Memorial Secondary School,ST PATRICK'S R.C,F,80,34,110.93,88.83,199.76,C,CHRIST CHURCH,CC
223007,2024,1833662783,Christ Church Foundation School,ST PATRICK'S R.C,F,85,71,114.63,108.87,223.5,B,CHRIST CHURCH,CC
223008,2024,1833662784,Combermere School,ST PATRICK'S R.C,F,77,89,108.71,118.62,227.33,C,CHRIST CHURCH,CC
223009,2024,1833662785,Deighton Griffith Secondary School,ST PATRICK'S R.C,F,82,77,112.41,112.12,224.53,E,ST. PHILIP,SPL
223010,2024,1537476226,Combermere School,ST PATRICK'S R.C,F,88,75,116.85,111.04,227.89,B,ST. MICHAEL,SM
223011,2024,1833662787,Combermere School,ST PATRICK'S R.C,F,85,76,114.63,111.58,226.21,C,CHRIST CHURCH,CC
224001,2024,1833662788,Bursary,ST WINIFRED'S PRIMARY,M,74,91,106.49,119.71,226.2,B,CHRIST CHURCH,CC
224002,2024,1833662789,Bursary,ST WINIFRED'S PRIMARY,M,73,72,105.75,109.41,215.16,C,ST. MICHAEL,SM
224003,2024,1833662790,Bursary,ST WINIFRED'S PRIMARY,M,54,34,91.69,88.83,180.52,D,CHRIST CHURCH,CC
224004,2024,1833662791,Bursary,ST WINIFRED'S PRIMARY,M,85,80,114.63,113.75,228.38,A,ST. PETER,SP
224005,2024,1833662792,Queen's College,ST WINIFRED'S PRIMARY,M,84,93,113.89,120.79,234.68,B,CHRIST CHURCH,CC
224006,2024,1833662793,Queen's College,ST WINIFRED'S PRIMARY,M,90,98,118.33,123.5,241.83,B,ST. JAMES,SJ
224007,2024,1833662794,Bursary,ST WINIFRED'S PRIMARY,M,63,45,98.35,94.79,193.14,D,CHRIST CHURCH,CC
224008,2024,1833662795,Bursary,ST WINIFRED'S PRIMARY,M,85,87,114.63,117.54,232.17,C,ST. PHILIP,SPL
224009,2024,1833662796,The St Michael School,ST WINIFRED'S PRIMARY,M,79,91,110.19,119.71,229.9,B,ST. GEORGE,SG
224010,2024,1833662797,Bursary,ST WINIFRED'S PRIMARY,M,78,77,109.45,112.12,221.57,B,ST. GEORGE,SG
224011,2024,1833662798,Bursary,ST WINIFRED'S PRIMARY,M,74,92,106.49,120.25,226.74,B,CHRIST CHURCH,CC
224012,2024,1833662799,Harrison College,ST WINIFRED'S PRIMARY,M,84,98,113.89,123.5,237.39,B,CHRIST CHURCH,CC
224013,2024,1833662800,Queen's College,ST WINIFRED'S PRIMARY,M,96,94,122.77,121.33,244.1,B,CHRIST CHURCH,CC
224014,2024,1833662801,Queen's College,ST WINIFRED'S PRIMARY,M,96,99,122.77,124.04,246.81,A,CHRIST CHURCH,CC
224015,2024,1833662802,Bursary,ST WINIFRED'S PRIMARY,M,63,63,98.35,104.54,202.89,C,ST. GEORGE,SG
224016,2024,1833662803,Queen's College,ST WINIFRED'S PRIMARY,M,93,91,120.55,119.71,240.26,A,ST. THOMAS,ST
224017,2024,1833662804,Queen's College,ST WINIFRED'S PRIMARY,M,94,92,121.29,120.25,241.54,B,ST. PHILIP,SPL
224018,2024,1833662805,Bursary,ST WINIFRED'S PRIMARY,M,76,67,107.97,106.71,214.68,C,CHRIST CHURCH,CC
224019,2024,1833662806,Bursary,ST WINIFRED'S PRIMARY,M,81,85,111.67,116.46,228.13,B,ST. GEORGE,SG
224020,2024,1833662807,The St Michael School,ST WINIFRED'S PRIMARY,M,82,88,112.41,118.08,230.49,A,ST. JAMES,SJ
224021,2024,1833662808,Queen's College,ST WINIFRED'S PRIMARY,M,89,90,117.59,119.17,236.76,A,ST. JAMES,SJ
224022,2024,1833662809,Bursary,ST WINIFRED'S PRIMARY,M,92,97,119.81,122.96,242.77,B,CHRIST CHURCH,CC
224023,2024,1833662810,Bursary,ST WINIFRED'S PRIMARY,M,78,88,109.45,118.08,227.53,D,CHRIST CHURCH,CC
224024,2024,1833662811,The St Michael School,ST WINIFRED'S PRIMARY,M,82,90,112.41,119.17,231.58,D,CHRIST CHURCH,CC
